iso,id_1,name_1,time_e,time_e_str,lat,lon,connectivity
VEN,4,Aragua,1563735600,21-Jul-2019 19:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563739200,21-Jul-2019 20:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563742800,21-Jul-2019 21:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563746400,21-Jul-2019 22:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563750000,21-Jul-2019 23:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563753600,22-Jul-2019 00:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563757200,22-Jul-2019 01:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563760800,22-Jul-2019 02:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563764400,22-Jul-2019 03:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563768000,22-Jul-2019 04:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563771600,22-Jul-2019 05:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563775200,22-Jul-2019 06:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563778800,22-Jul-2019 07:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563782400,22-Jul-2019 08:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563786000,22-Jul-2019 09:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563789600,22-Jul-2019 10:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563793200,22-Jul-2019 11:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563796800,22-Jul-2019 12:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563800400,22-Jul-2019 13:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563804000,22-Jul-2019 14:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563807600,22-Jul-2019 15:00:00,10.4848114487106,-67.5603431541549,70
VEN,4,Aragua,1563811200,22-Jul-2019 16:00:00,10.4848114487106,-67.5603431541549,50
VEN,4,Aragua,1563814800,22-Jul-2019 17:00:00,10.4848114487106,-67.5603431541549,30
VEN,4,Aragua,1563818400,22-Jul-2019 18:00:00,10.4848114487106,-67.5603431541549,20
VEN,4,Aragua,1563822000,22-Jul-2019 19:00:00,10.4848114487106,-67.5603431541549,8
VEN,4,Aragua,1563825600,22-Jul-2019 20:00:00,10.4848114487106,-67.5603431541549,6
VEN,4,Aragua,1563829200,22-Jul-2019 21:00:00,10.4848114487106,-67.5603431541549,8
VEN,4,Aragua,1563832800,22-Jul-2019 22:00:00,10.4848114487106,-67.5603431541549,10
VEN,4,Aragua,1563836400,22-Jul-2019 23:00:00,10.4848114487106,-67.5603431541549,20
VEN,4,Aragua,1563840000,23-Jul-2019 00:00:00,10.4848114487106,-67.5603431541549,20
VEN,4,Aragua,1563843600,23-Jul-2019 01:00:00,10.4848114487106,-67.5603431541549,30
VEN,4,Aragua,1563847200,23-Jul-2019 02:00:00,10.4848114487106,-67.5603431541549,30
VEN,4,Aragua,1563850800,23-Jul-2019 03:00:00,10.4848114487106,-67.5603431541549,30
VEN,4,Aragua,1563854400,23-Jul-2019 04:00:00,10.4848114487106,-67.5603431541549,30
VEN,4,Aragua,1563858000,23-Jul-2019 05:00:00,10.4848114487106,-67.5603431541549,30
VEN,4,Aragua,1563861600,23-Jul-2019 06:00:00,10.4848114487106,-67.5603431541549,30
VEN,4,Aragua,1563865200,23-Jul-2019 07:00:00,10.4848114487106,-67.5603431541549,30
VEN,4,Aragua,1563868800,23-Jul-2019 08:00:00,10.4848114487106,-67.5603431541549,30
VEN,4,Aragua,1563872400,23-Jul-2019 09:00:00,10.4848114487106,-67.5603431541549,30
VEN,4,Aragua,1563876000,23-Jul-2019 10:00:00,10.4848114487106,-67.5603431541549,40
VEN,4,Aragua,1563879600,23-Jul-2019 11:00:00,10.4848114487106,-67.5603431541549,50
VEN,4,Aragua,1563883200,23-Jul-2019 12:00:00,10.4848114487106,-67.5603431541549,50
VEN,4,Aragua,1563886800,23-Jul-2019 13:00:00,10.4848114487106,-67.5603431541549,60
VEN,4,Aragua,1563890400,23-Jul-2019 14:00:00,10.4848114487106,-67.5603431541549,80
VEN,4,Aragua,1563894000,23-Jul-2019 15:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563897600,23-Jul-2019 16:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563901200,23-Jul-2019 17:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563904800,23-Jul-2019 18:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563908400,23-Jul-2019 19:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563912000,23-Jul-2019 20:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563915600,23-Jul-2019 21:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563919200,23-Jul-2019 22:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563922800,23-Jul-2019 23:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563926400,24-Jul-2019 00:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563930000,24-Jul-2019 01:00:00,10.4848114487106,-67.5603431541549,100
